llave_estudiante,nombre_estudiante,apellido_paterno,apellido_materno,genero,edad,llave_generacion
3178,IGOR,YUDICHE,TEODORO,H,18,4
3179,NUBIA DEL CARMEN,MICHUA,PISCIL,M,20,5
3180,ELI,TEJA,TEODOSIO,M,21,2
3181,ANA IRENE,CUESY,MEMBRILLO,M,21,1
3182,MARTHA EVELIA,GRANO,ESPANA,M,21,8
3183,RAUL GUILLERMO,VALORA,ALFERES,H,20,8
3184,ROSARIO DE LOS ANGELES,BERISTAIN,HABANA,M,20,10
3185,JAVIER ERNESTO,LEOVIGILDO,CAMPAS,H,21,5
3186,CENORINA,PAVIAN,LUGAY,M,21,2
3187,SILVIA IMELDA,AHUACTZI,,M,22,3
3188,ARTURO DE JESUS,CALLADO,VARO,H,20,1
3189,PAULIN,CASO,,H,21,8
3190,NEREO,DE LA PENA,MAGDALENO,H,20,9
3191,WILLIAM ANTONIO,GIJON,MAGALLANES,H,18,6
3192,CRUZ ALBERTO,SAUCEDO,TACUBA,H,21,9
3193,NADIA LORENA,GRIMALDO,,M,20,6
3194,JESUS ABRAHAM,BARRETERO,SILIAS,H,19,7
3195,J INES,Y LAGUNES,MENDES,H,21,2
3196,BRENDA YANETH,ALEJANDRE,CEREZO,M,20,1
3197,DANELIA,CHIQUITO,ARMIDA,M,24,2
3198,DANIEL FERNANDO,ESTEBANEZ,,H,21,6
3199,ERICK ALEJANDRO,SOLEDAD,QUIRARTE,H,15,5
3200,MANUEL ANGEL,SOTUYO,,H,22,5
3201,YASMIN GUADALUPE,RUBIO,,M,19,2
3202,JESUS IVAN,LOMBARDO,FARCIERT,H,19,10
3203,ADA PATRICIA,SAMARIO,,M,21,8
3204,JULIO FERNANDO,AHUATZIN,,H,22,7
3205,MA JOVITA,AGIS,LUA,M,19,7
3206,DEYSI,FIELDS,URIOSTEGUI,M,21,10
3207,KARINA AZUCENA,DURAZO,OROZA,M,22,9
3208,ZANDRA,ORDORICA,GARDUO,M,19,4
3209,DIANA MARLENE,BALLIN,Y VARGAS,M,20,8
3210,OSCAR NOE,PATOLZIN,ANCIRA,H,14,10
3211,ALEJANDRO ANTONIO,CAZARIN,TERRAZAS,H,20,9
3212,JHONNY,VILLAVERDE,COLUNGA,H,19,8
3213,VICTOR LEONEL,JARERO,BALANDRANO,H,21,11
3214,RAFAEL FRANCISCO,LOZOYA,TREVIO,H,18,8
3215,JESUS ULISES,LIVAS,BERROTERAN,H,21,3
3216,RICARDO DE JESUS,FIGAROLA,ARRIOLA,H,19,8
3217,PLATON,PEUURI,INES,H,22,10
3218,LIDIA ANGELICA,TELIZ,ZOLOETA,M,18,4
3219,BLANCA ANDREA,ESCANDON,VARO,M,23,7
3220,MARIA MARCELINA,SAN ROMAN,,M,20,1
3221,ALICIA DEL SOCORRO,PUC,PALOMEC,M,20,5
3222,MARIA CANDEL,EGREMY,CORRALES,M,17,3
3223,AIDEE GUADALUPE,ACEVES,ARAIZA,M,21,4
3224,JESABEL,LABARIEGA,TZUC,M,19,9
3225,LUIS ERASMO,SULIANO,SALAIZA,H,20,10
3226,PAOLA ELENA,JUNCO,ALEJO,M,21,9
3227,CLAUDIA ANGELINA,CATANA,CAPITAINE,M,19,10
3228,ROCELIA,MASTACHE,SUSTAITA,M,19,11
3229,GUSTAVO RENE,CANDELERO,,H,20,2
3230,WILIBALDO,RIEKE,GRAGEDA,H,18,5
3231,MARIA ANG,BARREIRO,,M,21,11
3232,FATIMA PATRICIA,MUCIO,VERDUZCO,M,18,8
3233,MARTHA,ANONALES,CALZADILLAS,H,14,5
3234,ABIGAIL,TRUEBA,ESPONDA,H,20,1
3235,GUILLERMO EDUARDO,RITA,ZAMBRANO,H,21,6
3236,JUAN HORACIO,LUGO,COHETERO,H,20,6
3237,ISSAC,CARBENTE,ANGELINO,H,18,8
3238,ELENA MA,LEGARDA,MONTER,M,22,9
3239,MIGUEL GABRIEL,DEMECIO,TERUEL,H,23,1
3240,MA. LORENA,MADRIGAL,TERREROS,M,19,4
3241,CARLOS ANGEL,OROZA,,H,21,7
3242,ROSA MAYRA,TOCOHUA,SANTUARIO,M,20,9
3243,NURI,GUIRAO,,M,22,8
3244,SALVADOR ALBERTO,CHAMU,VECINO,H,23,10
3245,ORIEL,TRISTE,,H,20,7
3246,ANGELICA CONCEPCION,OLVERA,MEZA,M,16,7
3247,MARGOTH,GIBERT,REBOLLEDO,M,20,3
3248,ROSA EVA,ANZURES,CAMELA,M,20,11
3249,EDGAR IVAN,KUMAN,,H,20,8
3250,JOSE ULISES,LOM,SARTILLO,H,20,10
3251,EMILIANO,CAZARIN,ARAMBULA,H,19,8
3252,NORMA ROCIO,MAYNEZ,CARMONA,M,20,4
3253,AMAIRANI,ALPUIN,,M,18,4
3254,ISIS GABRIELA,GILL,,M,22,2
3255,ROGER GUADALUPE,LLANAS,,H,20,7
3256,SONIA ESMERALDA,TECANHUEHUE,DURAZO,M,17,4
3257,REYES,RAYOS,MEDRANO,M,19,6
3258,GEORGINA GUADALUPE,DORIA,CORTINAS,M,18,4
3259,MONICA ESTHER,CAPIZ,PRESA,M,14,11
3260,NYDIA GUADALUPE,FIRO,UITZIL,M,20,7
3261,MARIA DE LA CRUZ,PALESTINO,ARMENTA,M,21,7
3262,TARSICIO,ARZAGA,AARON,H,22,4
3263,SERGIO AUGUSTO,CHACON,,H,23,11
3264,ROLANDO JAVIER,FRAGOSO,Y ZAPATA,H,21,10
3265,YNES,Y FRANZUA,BALLOTE,M,14,3
3266,CARITINO,XICUM,SAGASTUME,H,22,2
3267,SATURNINO,CAPITO,,H,21,10
3268,JUAN SAUL,YOUNG,NAPOLES,H,18,9
3269,ROSALINO,FIDENCIO,OLIVAR,H,18,5
3270,GUADALUPE ALICIA,BUDAR,CARRE,M,20,5
3271,MA. GRICELDA,VITE,TLAIXCO,M,22,1
3272,DIEGO ADRIAN,ESCAYOLA,VILLEDAS,H,19,10
3273,MINERVA ELIZABETH,DOMPABLO,NORIS,M,21,6
3274,JOSE GUAD,GOYCOOLEA,,H,21,5
3275,AYDEE,AHUACTZI,TETUAN,M,20,10
3276,J. MANUEL,ERRASQUIN,RAIGOZA,H,19,1
3277,GUDELIO,TZUN,PELAYO,H,21,11
3278,YANNET,CUACUA,ZAMANO,M,17,8
3279,FELIPE DE JES,ANONALES,CEL,H,22,3
3280,LUCIO ANTONIO,LIZALDE,,H,20,3
3281,GUADALUPE DOLORES,COTONIETO,MAYARES,M,19,1
3282,CESAR ROBERTO,XOTLANIHUA,ORELLAN,H,21,4
3283,ANA PATRIC,PESINA,,M,20,1
3284,JAZMIN,GRANDE,CATEDRAL,M,21,10
3285,CARLOS ARMANDO,GODINA,CHACHA,H,20,1
3286,HUGO ROGELIO,PALMERIN,,H,19,5
3287,CARLOS ALBERTO,EDUARDO,ANIMAS,H,20,5
3288,ALFREDO MANUEL,NERIS,AMOR,H,15,2
3289,MARIA ASUNCION,HUETO,,M,18,9
3290,CECILIA PATRICIA,HIGAREDA,MURATALLA,M,20,11
3291,GERARDO JAVIER,LEGARRETA,BEATO,H,20,11
3292,ANNA ISABEL,CHAVEZ,NOZ,M,20,5
3293,FATIMA LIZETH,PUNTOS,CHINO,M,22,6
3294,MARIA ISIDORA,ANZUA,BERUMEN,M,21,8
3295,OLIVERIO,SOLDEVILLA,MACIAS,H,16,1
3296,OSCAR ALONSO,LAPARRA,MANJARREZ,H,22,7
3297,ALMA PATRICIA,PALOS,MONTALVO,M,18,6
3298,HUGO LUIS,DOPORTO,ELIODORO,H,21,10
3299,GERMAN,ALMEDA,JARVIO,H,22,1
3300,PEREZ,DAGNINO,ARIZOCA,H,18,5
3301,PATRICIA MARIA,ANIDES,URQUIDI,M,19,2
3302,MARCO A,DE ROA,CORREO,H,19,10
3303,IDALI,ANZUREZ,HAU,M,20,5
3304,ARMIN,ALEJANDRES,ALMANZA,H,23,11
3305,MA CECILIA,OROCIO,MACARENO,M,19,10
3306,DIANA IRASEMA,MOCTEZUMA,VERTTI,M,15,3
3307,ALTAGRACIA,ANCIRA,TIJERINA,M,20,6
3308,ELIASIB,WENCES,HOYO,H,21,10
3309,FERNANDO ISRAEL,FUERTES,CUATECONTZI,H,20,3
3310,IRMA ALEJANDRA,CARDOSO,,M,19,1
3311,DIEGO DE JESUS,CASARIN,DE LA PORTILLA,H,20,3
3312,ADELIN,SERNA,DE HOYOS,H,18,6
3313,DANIEL ARMANDO,VALEAN,DAMACIO,H,20,9
3314,SILVIA TERESA,DIONISIO,TRIGOS,M,21,9
3315,DIANA SARAHI,CHOC,ALBAEZ,M,20,9
3316,CLEOTILDE,SNOWBALL,ALMAZO,M,21,10
3317,LAURA ROSA,MOYSEN,PICOS,M,23,6
3318,ALBERT,DECIGA,DE LA CRUZ,H,21,8
3319,PEDRO BERNARDO,MAYARES,LOBATON,H,19,10
3320,KARLA ERENDIRA,ESPARRAGOZA,,M,18,3
3321,LUIS RODOLFO,LOYOLA,,H,22,2
3322,BERSAIN,ADORNO,CANTERA,H,24,8
3323,MONICA YOLANDA,IZAGUIRRE,,M,19,8
3324,GUILLERMO IVAN,SOTELO,ALAMOS,H,19,6
3325,ANELI,CAT,FLEITES,M,20,2
3326,RUBI CELIA,CARDEA,CRUZALTA,M,24,3
3327,RUTH CECILIA,ZUZUARREGUI,SAMANO,M,18,6
3328,GERARDO GABRIEL,VICTORIO,REBOLLOZA,H,18,5
3329,SERVANDO,CUMPLIDO,,H,22,1
3330,CESAR IVAN,SUET,BAUMAN,H,19,3
3331,LUIS ARNOLDO,Y GOMEZ,CERROS,H,16,4
3332,GUMERSINDA,SILVIANO,COCA,M,21,4
3333,ELVIRA DEL ROSARIO,GEA,CARIO,M,17,7
3334,VERONICA YAZMIN,CHAVARRIAS,AUSTIN,M,22,9
3335,RAFAEL IVAN,Y SALAZAR,CLEMENT,H,19,7
3336,ANDREI,PLIEGO,NOPINJAMA,H,21,7
3337,MARTHA ELVIA,NAH,JUANA,M,24,8
3338,JOSE DE LOS SANTOS,MARRUFO,XOTLA,H,17,3
3339,ANASTASIA,TORRALVA,,M,19,1
3340,BRENDA JANETH,GEMINIANO,,M,19,1
3341,BEATRIZ ALICIA,MONTEROS,,M,23,5
3342,ROSA NORMA,COLADO,,M,22,1
3343,JOSE HIBER,URDIALES,CHINCHURRETA,H,20,9
3344,ROSARIO GUADALUPE,ABDALA,RESENDIS,M,19,5
3345,MARIA AZALIA,MATIAS,URQUIJO,M,20,5
3346,SANTIAGO ARTURO,TEQUIDA,CHICHARO,H,18,4
3347,CESAR MANUEL,FOGLIA,TERMINEL,H,23,11
3348,MIREYA,PADRON,BATISTA,M,17,6
3349,MINERVO,TEXIS,CHANEZ,H,22,6
3350,LISANDRO,LOMELIN,,H,24,7
3351,EDILIA,DECIGA,,M,19,4
3352,WENDY CAROLINA,CHICHARO,,M,21,2
3353,MARTHA GUADALUPE,BALLINAS,TECORRAL,M,18,9
3354,ILEANA,CONDADO,,M,20,1
3355,ANGEL ROMAN,LIEVANA,BEDOLLA,H,18,8
3356,JOSE ANDRES,GRACIAN,AJUECH,H,18,8
3357,JENIFER,ODILON,SOTERO,M,19,10
3358,NAVIDAD,JAVALERA,SUAREZ,M,19,7
3359,MA AZUCENA,MAGAA,,M,24,10
3360,NORA LUISA,DEGANTE,CEREZO,M,20,6
3361,AMIRA,MINERO,PATONI,M,22,7
3362,JOSE LUCAS,SALVA,DONIZ,H,22,11
3363,ELVIA AURORA,JUANDIEGO,RACHED,M,21,7
3364,ANGEL GUILLERMO,SANTOME,,H,22,3
3365,CARLOS ARIEL,ORPINEDA,OCADIZ,H,19,10
3366,IGNACIO MANUEL,DERAT,,H,22,7
3367,MAYRA LORENA,PIA,MENERA,M,24,11
3368,ARMANDO SILVESTRE,PERNAS,MONTEON,H,20,9
3369,HELDER,COLIS,BERRIOZABAL,H,22,7
3370,J IGNACIO,ZUBILLAGA,ARECHEGA,H,19,7
3371,JOSE HUMBERTO,TIPA,PASTEN,H,22,7
3372,ANASTACIO,RINCON,,H,19,5
3373,ROSITA,NETZAHUATL,CASTAEDA,M,19,11
3374,PABLO JOSE,COPADO,VASCONCELOS,H,15,5
3375,GERARDO ALFONSO,SAN VICENTE,TEPIXTLE,H,19,3
3376,MARTHA ROCIO,AUDELO,MONICO,M,21,2
3377,ANSELMA,ARTEZAN,PERNAS,M,18,1
3378,JESUS GUSTAVO,CAPORAL,,H,17,11
3379,MARIO LUIS,SOUZA,ZUIGA,H,19,3
3380,THELMA,PEABRONCE,SORROZA,M,18,8
3381,EDILBERTO,SALAMANCA,AZTATZI,H,21,3
3382,HECTOR RAMON,GAMINO,MALAQUIAS,H,19,1
3383,LIDIA ANGELICA,MUSTAFAT,LLANOS,M,22,2
3384,EDGAR RICARDO,CHABLE,LEANO,H,21,11
3385,LILIANA KARINA,SAN LUIS,PALOMEQUE,M,17,6
3386,NORMA VERONICA,VALERDI,CAMELA,M,17,11
3387,EDWIN IVAN,COAPANGO,,H,18,5
3388,DANIEL GUADALUPE,CELAYA,VIRUETE,H,22,2
3389,MARLENNE,PLATA,GARZA,M,19,10
3390,RUTH MAGALY,CHECA,ANICA,M,17,3
3391,MARIA SOCO,MARRON,,M,23,2
3392,NANCY ARELY,CARRASCO,MARCHANTE,M,17,11
3393,LILIA GRACIELA,PARRAL,HUERTA,M,23,2
3394,ABENAMAR,BALIO,ACOPA,H,17,5
3395,HECTOR DE JESUS,BORRALLES,TEREZA,H,19,5
3396,CLARA JOSEFINA,CHOCOLATL,CARDELAS,M,20,2
3397,VICTOR MAN,CRUZ,REVELO,H,19,3
3398,PAOLA LIZBETH,ORIBE,TZITZIHUA,M,21,10
3399,JESUS REYES,ESCAREO,CHAVARIN,H,19,3
3400,MARIA DEL PI,LEGASPE,VICTORIANO,M,20,5
3401,ISIDORA,CHICUATE,GOLLAS,M,20,6
3402,JOSE EVERARDO,CANTERA,MATIAZ,H,21,1
3403,ROSEL,ENTZANA,ELIZALDE,H,20,1
3404,JOSE FRANCISCO,ZITLALAPA,ARENAS,H,21,9
3405,ANGELICA NOEMI,MONTALVO,SUCHITE,M,22,4
3406,MAGDA GUADALUPE,COB,GUMERCINDO,M,20,11
3407,JUAN RAMON,URVINA,ALCORCHA,H,16,11
3408,IRVIN,CABEZA,CAMBRON,H,22,8
3409,TERESITA JESUS,APODACA,BENET,M,20,11
3410,JOSE RUBEN,VIVANCO,,H,23,10
3411,ANNA MARIA,ELENA,PASTRANO,M,19,6
3412,ZOILA,MATANCILLAS,,M,22,6
3413,ERENDIRA GUADALUPE,ANGELICA,COBAS,M,16,9
3414,PETRA LETICIA,CHALICO,CANGAS,M,20,3
3415,ANTONIO CESAR,TEPETATE,CATZIN,H,22,3
3416,JORGE EMMANUEL,ALAMIRRA,COLOMO,H,24,3
3417,AIDA BEATRIZ,CASTAEDA,DE LA SANCHA,M,20,10
3418,ELSI,Y AGUILAR,,M,20,6
3419,RUTH VERONICA,MACEDO,MIRON,M,18,3
3420,MARIA ELBA,CARMONA,ALBURQUERQUE,M,16,9
3421,FRANCISCA DEL ROSARIO,GUIJOSA,FERRIZ,M,20,10
3422,MARTHA MAGDALENA,CESPEDES,,M,21,1
3423,CAROLA,REBOLLEDO,PEA,M,20,2
3424,ANDREI,GUTU,PRIANTI,H,19,7
3425,LUSTEIN,LENDECHE,SMER,H,18,3
3426,ADDY YOLANDA,OYERVIDES,LAZOS,M,21,10
3427,FRANCISCO GUADALUPE,LARUMBE,,H,23,2
3428,RAFAEL ARMANDO,ORGANES,FUENTES,H,24,8
3429,ARGELIA MARIA,ESPAIN,HUH,M,17,5
3430,GLORIA LILIANA,B,BRISENO,M,21,2
3431,WILLIAN,CONTI,BADAL,H,21,11
3432,ROSA AIDE,IGLESIAS,,M,19,11
3433,DERLY,TEZOCO,MERINO,H,24,5
3434,EDGAR ARTURO,BORROEL,GARCA,H,20,4
3435,J SOCORRO,OLIVERA,NOYA,H,22,1
3436,CYNTHIA YADIRA,BRAMBILA,MORELLANO,M,23,9
3437,ANANIAS,PROCOPIO,,H,16,4
3438,ANGEL IVAN,GENCHI,ORIBE,H,21,5
3439,MA. BERTHA,LIZARDE,,M,21,3
3440,BENITO JOSE,LABRA,PASALAGUA,H,18,4
3441,ROMAN ALBERTO,MEDECIGO,,H,22,7
3442,AIDA ARACELI,NACUD,GUDIO,M,18,6
3443,ELFEGO,FIJAR,YAHUACA,H,21,8
3444,CONCEPCION ALICIA,TEMORES,,M,20,1
3445,SANDRA CECILIA,FERRETIS,OCAO,M,21,2
3446,DARLENE,OCOTZI,SALCEDA,M,18,9
3447,GERARDO RAFAEL,BATALLA,DOROTEO,H,21,8
3448,IRMA ELENA,CERRITEO,NEMECIO,M,20,7
3449,J MARCOS,BARRETERO,ISMERIO,H,19,8
3450,JOSE DE LOS ANGELES,VALLADOLID,R,H,21,10
3451,AMANDO,BARCENA,LORES,H,20,7
3452,LETICIA,VICUA,,H,21,4
3453,NORMA ALICI,ZEFERINO,NORATO,M,19,3
3454,JOSE ALFREDO,NOGUEIRA,MILANES,H,20,6
3455,MA. CECILIA,BALZAMAR,MAGALLAN,M,19,1
3456,IVAN ULISES,PIRIN,,H,17,8
3457,DORA OLIVIA,MILLER,ERASMO,M,21,4
3458,ALBA LORENA,BABB,FONG,M,18,10
3459,BALBINO,MERITO,GALLOSO,H,22,9
3460,LIDIA LETICIA,TZITZIHUA,ROSARIO,M,19,9
3461,CLEMENTE,ALMARAS,BRETON,H,15,10
3462,ROBERTO HUGO,DANIEL,LASCANO,H,20,5
3463,JESUS VLADIMIR,INZUNZA,NAFFATE,H,19,7
3464,PASCACIO,BIZARRON,ALEJO,H,21,10
3465,ESTHELA,BUENO,,M,20,9
3466,MANUEL OMAR,DE HARO,EVANGELISTA,H,18,10
3467,FRANCISCO BENJAMIN,URGELL,,H,20,10
3468,ITZCOATL,ATENCO,MOJON,H,19,11
3469,ERNESTO ALEJANDRO,RUFINO,,H,19,3
3470,MEINARDO,IZETA,GASPERIN,H,18,8
3471,ARMANDO JESUS,LUDWIG,VIZAR,H,22,1
3472,BLANCA ROCIO,CARAZO,ANTELO,M,17,10
3473,CINTHYA VANESSA,KUC,RAMREZ,M,20,9
3474,JESUS ENRIQUE,ANCHEVIDA,,H,17,8
3475,ALONZO,YOBAL,,H,19,4
3476,MIRIAM PAOLA,ISLAS,,M,23,3
3477,ANA KAREN,ERIVES,DEL,M,20,11
3478,ANGEL RAMON,SAN GERMAN,,H,23,3
3479,MA ALBERTA,PERALES,ARANA,M,22,6
3480,ANA FRANCISCA,BOTIS,MOLOTLA,M,19,3
3481,PEDRO ERNESTO,GONE,CUPA,H,19,4
3482,REMBERTO,IXTA,HIDEROA,H,19,2
3483,ABELARDO,SIALIQUI,,H,20,11
3484,AMALIA ISABEL,LUCERO,PERALTA,M,20,4
3485,JOSE OSWALDO,MORON,,H,19,3
3486,DALIA MERCEDES,TENANGO,,M,21,3
3487,JOSE HECTOR,THOMAS,SERENA,H,16,3
3488,FLORA ALICIA,VILLA,,M,19,10
3489,ADDIEL,ALAFFITA,SOLOGUREN,H,19,7
3490,MA GUADALUPE,CUATECO,LABARRIOS,M,21,7
3491,EVELIO,XOOC,ZETINA,H,20,5
3492,GILDA PATRICIA,ZACAPALA,CHUIL,M,22,5
3493,MARIANO ANTONIO,COCOLETZI,UBANDO,H,18,8
3494,SANDRA AMERICA,CERECER,CENTENO,M,19,8
3495,ROSARIO GUADALUPE,SARRACINO,TLAPANCO,M,19,6
3496,HUGO ULISES,FRAUSTO,URQUIDEZ,H,19,9
3497,JESSICA MARIA,CHIU,GALDINO,M,19,9
3498,MIGUEL DE JESUS,VITELA,CASTANEDO,H,23,10
3499,ERNESTO ALEJANDRO,GUADARRAMA,TRENADO,H,20,3
3500,MA PATRICIA,CASIQUE,FLORENTINO,M,19,2
3501,LUIS MANUE,LEANOS,ARRIERO,H,22,11
3502,REFUGIO,CENTENO,ATRISCO,H,16,4
3503,GABRIEL FRANCISCO,CASTAEDA,,H,22,5
3504,MARIA CLEOFAS,SIRENO,CUAMANI,M,17,4
3505,JOSE ISIDORO,ESTALA,OYARVIDE,H,20,9
3506,JOSE PEDRO,DESIRENA,DON,H,20,6
3507,OSCAR ADRIAN,CERON,,H,23,2
3508,BERTHA LAURA,GALEOTE,CEDEO,M,19,2
3509,ARASELI,DEL FIERRO,OREGEL,M,17,1
3510,ANA DANIELA,MARQUES,POBLANO,M,20,11
3511,JOEL HUMBERTO,NOVERON,,H,19,5
3512,MIGUEL OSCAR,NEPITA,COCIO,H,24,7
3513,GENNY GUADALUPE,MONGOY,GARIBO,M,21,6
3514,CLAUDIA IRMA,SILVERIO,HUACUJA,M,22,1
3515,OSCIEL,SISNEROS,ALVIDREZ,H,21,3
3516,JESUS ISAIAS,TECUA,FEDERICO,H,22,1
3517,HECTOR ERNESTO,GILDO,,H,22,9
3518,MANUEL,POUCHOULEN,,H,20,3
3519,RAFAEL ALEJANDRO,BARAHONA,OCH,H,22,10
3520,LOURDES LETICIA,OSORNO,,M,20,8
3521,CARLOS JOEL,MAGDALENO,,H,17,8
3522,LEA,HOFFMANN,ALATRISTE,M,23,8
3523,FERNEL,FEMAT,CALZADILLAS,H,19,10
3524,MA. ANDREA,RIBOTA,VELEZ,M,20,8
3525,DOROTEO,ENZASTIGA,TRUCIOS,H,21,3
3526,FROEBEL,ALGREDO,AVENDAO,H,17,4
3527,EDGAR ORLANDO,CAJIGAL,,H,20,4
3528,RUBELIO,Y CASTILLO,CEME,H,19,11
3529,MARIA ARANZAZU,VICTORES,MARTINES,M,23,2
3530,FATIMA MONSERRAT,SANZ,CIRILO,M,22,11
3531,LISSETTE,DAYER,BARO,M,19,5
3532,CARMELINA,DECIGA,,M,21,11
3533,MARIA ELI,ANELL,,M,20,10
3534,SERGIO JUAN,CASTILLO,HERRRERA,H,22,1
3535,AUREO,LERIN,TIQUE,H,23,3
3536,BRENDA MARLENE,TORNEZ,VERON,M,16,2
3537,ONORIO,MELIN,,H,21,3
3538,AIDA MARGARITA,CASBIS,VILLARRUEL,M,19,10
3539,LUIS ABRAHAM,COVIS,BLANCAS,H,24,1
3540,OTHON,PAULO,PARADA,H,21,5
3541,ZULEMA,TEOYOTL,DOPORTO,M,19,8
3542,HONORIO,RUANOVA,GAMINO,H,23,4
3543,LUIS HUMBERTO,ANCELMO,CERDAN,H,20,1
3544,EDUARDO IVAN,PALLARES,GERTRUDES,H,18,4
3545,EBER,VERDE,ARINES,H,17,6
3546,ALI,SEDEO,CLIMACO,H,18,5
3547,ANA LIVIER,FARFAN,,M,20,8
3548,KARINA JAZMIN,TELLEZ,ALI,M,20,4
3549,ATENOGENES,CASARES,PIZANA,H,22,8
3550,ROSA CARMEN,LACARRA,JACQUES,M,23,8
3551,CONSUELO,BOCANEGRA,QUIAHUA,H,20,4
3552,ARISBET,GUMETA,,M,22,6
3553,JOSE UBALDO,CORTEZ,MELQUIADES,H,16,9
3554,VERONICA AURORA,DESIRENA,,M,21,5
3555,CLAUDIA ELVIRA,AUSTRIA,HENANDEZ,M,19,2
3556,REYNA ROCIO,CANTELLANO,NETZAHUALCOYOTL,M,20,10
3557,SAUL DE JESUS,RABAGO,GOYCOOLEA,H,17,1
3558,ELSA MARTHA,GRANDE,OLMOS,M,21,10
3559,JOSUE MANUEL,RIVERA,GARAVITO,H,18,4
3560,ELIOENAI,LIBORIO,TOGA,H,19,5
3561,JORGE ARIEL,AGRAMON,HUCHIN,H,19,3
3562,JUAN EMILIO,FENTANEZ,ESPIRIDION,H,21,10
3563,MARTIN OMAR,CUPIDO,VIOLANTE,H,21,4
3564,ROBERTO ADRIAN,PALA,PATONI,H,20,8
3565,DULCE ROSARIO,BOONE,,M,23,11
3566,JESUS BENITO,MONTAO,GUDIO,H,16,2
3567,LEONEL ANTONIO,MOTTU,LARRONDO,H,19,2
3568,HILDA ELENA,IXTEPAN,VIZCARRA,M,22,9
3569,MA. REFUGIO,VILCHES,GAVILAN,M,21,10
3570,DAVID REY,ERNULT,LAINA,H,20,11
3571,ELVIA ADRIANA,XIX,CANETT,M,21,9
3572,MA TERESA DE JESUS,MOTOLINIA,,M,22,6
3573,ZAYURI,MOLLINEDO,SANTIAGO,M,15,8
3574,SALVADOR ALEJANDRO,MARCOS,,H,23,1
3575,LAURA MARICELA,TEPANGO,LACARRA,M,24,4
3576,EVENCIO,DE ROBLES,ADAUTA,H,20,9
3577,JESUS,ESESARTE,CANTUA,M,20,8
3578,FRANCISCO LEONEL,ATENCIO,OCEJO,H,19,4
3579,PIO,NARVAES,GACHUZ,H,21,10
3580,JUAN PAULO,ROGEL,BALLONA,H,24,11
3581,JUANA ESTHELA,BANECO,CIPRIANO,M,15,7
3582,LAURA LIDIA,COSAIN,DE,M,19,4
3583,LILIANA PATRICIA,BAZ,,M,19,7
3584,BAUDEL,LIZAMA,REYNALDO,H,20,11
3585,MARIA ELIDA,MAVIL,CHAPOL,M,19,4
3586,JESUS DOMINGO,MONTEALEGRE,MALFITANO,H,21,9
3587,JOSE CONCEPCION,SUMUANO,,H,21,7
3588,ANA FLORENCIA,VELELA,,M,18,11
3589,LAURA RUBI,PEZA,AUSTIN,M,22,11
3590,JORGE RODOLFO,REYNOSO,DANIEL,H,18,5
3591,LILIA AURORA,BURRUEL,Y HERRERA,M,20,11
3592,DULCE SELENE,FRAILE,TLAIXCO,M,20,9
3593,NORA MARGARITA,CRISOSTOMO,TE,M,22,6
3594,PATRICIA DE JESUS,LAZO,MADORA,M,19,11
3595,CARLOS ANDRES,SABINA,,H,18,4
3596,SAMUEL EDUARDO,PUON,CRUZALEY,H,18,8
3597,MONICA LIZETH,ITZA,,M,18,8
3598,ROGER AUGUSTO,ALCEDA,ROBALDINO,H,18,4
3599,LUCIA ELENA,TORNEL,MAGAA,M,20,1
3600,MA AIDA,PENSADO,FERRETIZ,M,22,8
3601,MARTHA LEONOR,IZAZAGA,ALVIZO,M,23,10
3602,SIXTO,ARQUIETA,LOS,H,19,9
3603,MARIA EFIGENIA,TONOPOMEA,,M,23,9
3604,MARIANA ELIZABETH,EB,ALEGRE,M,22,4
3605,CATALINO,JALIFE,TABOADA,H,19,3
3606,NORMA YADIRA,URQUIDI,,M,21,5
3607,BERTHA ANGELICA,ALCALDE,VIZARRETEA,M,20,2
3608,LIBORIO,SILVIA,NUEZ,H,20,2
3609,REMEDIO,HIDEROA,CARBAJAL,H,20,10
3610,ROSA EDITH,IGLECIAS,OLIVERAS,M,17,2
3611,CARLOS AURELIO,GIESSELER,CARPOFORO,H,15,9
3612,J EDUARDO,BALLI,,H,23,7
3613,NOEMI,RECOBA,MAXIMILIANO,M,19,1
3614,BRENDA DEL CARMEN,DAMAS,SATURNO,M,20,7
3615,JULIO ENRIQUE,ARZALUZ,,H,19,4
3616,NOE MARTIN,ELICERIO,OCAA,H,19,2
3617,SILVIA LEONOR,GUEDEA,TRENTI,M,20,3
3618,CLAUDIA ANGELICA,BOCARANDO,MALACATE,M,17,6
3619,MIGUEL JAVIER,LAMADRID,,H,19,4
3620,JULIAN JESUS,HINOJOZA,ORANTES,H,20,6
3621,FRANCISCO DE JESUS,PATRON,SEGOBIA,H,21,5
3622,PROCORO,PEALOZA,MONTECILLO,H,19,9
3623,ERIK ALBERTO,CARAZO,ORIGEL,H,21,6
3624,ADRIANA LIZBETH,SAGAON,,M,18,8
3625,CESAR ALFONSO,FASCI,VIDACA,H,22,1
3626,ELDER,CANALES,,H,21,11
3627,MANUEL ALFONSO,LACARRIERE,BOLAOS,H,18,8
3628,SARA EUGENIA,DIYARZA,YURIAR,M,24,3
3629,JOAN MANUEL,CREANO,,H,20,4
3630,SONIA ELIZABETH,ASCACIO,MELIN,M,16,7
